H,V,C,Munsell,R,G,B
2.5YR,7,8,2.5YR 7/8,238.2420135,155.5741212,112.2351067
2.5YR,7,10,2.5YR 7/10,249.674888,150.3244508,95.45166605
2.5YR,7,12,2.5YR 7/12,255,144.408856,73.15555363
2.5YR,7,14,2.5YR 7/14,255,138.8622814,44.84563902
2.5YR,7,16,2.5YR 7/16,255,134.3282164,0
2.5YR,7,18,2.5YR 7/18,255,130.6262369,0
2.5YR,7,20,2.5YR 7/20,255,127.656489,0
2.5YR,7,22,2.5YR 7/22,255,125.1136383,0
2.5YR,7,24,2.5YR 7/24,255,123.485769,0
5YR,7,2,5YR 7/2,193.0176418,171.3732155,157.6907863
5YR,7,4,5YR 7/4,208.0602722,167.3569522,139.5326976
5YR,7,6,5YR 7/6,221.6452013,163.0982536,120.2470973
5YR,7,8,5YR 7/8,232.8295006,159.0621958,101.4181613
5YR,7,10,5YR 7/10,242.9768644,154.9548329,79.78000083
5YR,7,12,5YR 7/12,252.2628073,150.7233349,52.95504172
5YR,7,14,5YR 7/14,255,147.1870241,3.5460787
5YR,7,16,5YR 7/16,255,144.3773971,0
5YR,7,18,5YR 7/18,255,142.3892193,0
5YR,7,20,5YR 7/20,255,141.0081575,0
5YR,7,22,5YR 7/22,255,139.9677546,0
7.5YR,7,2,7.5YR 7/2,191.9359835,172.0329184,154.7567857
7.5YR,7,4,7.5YR 7/4,205.7575155,168.6875458,134.5111571
7.5YR,7,6,7.5YR 7/6,217.4545342,165.4484219,113.0909221
7.5YR,7,8,7.5YR 7/8,227.1313752,162.3835788,91.36883044
7.5YR,7,10,7.5YR 7/10,235.4483927,159.4525676,66.47136021
7.5YR,7,12,7.5YR 7/12,242.7207228,156.6155661,30.88553386
7.5YR,7,14,7.5YR 7/14,247.8826901,154.4779928,0
7.5YR,7,16,7.5YR 7/16,251.4192626,152.9377836,0
7.5YR,7,18,7.5YR 7/18,253.8218702,151.8409158,0
7.5YR,7,20,7.5YR 7/20,254.9489888,151.3921633,0
7.5YR,7,22,7.5YR 7/22,255,150.38813,0
10YR,4,5,10YR 4/5,118,86,42
10YR,4,6,10YR 4/6,128.5975268,89.73288448,33.18062615
10YR,4,7,10YR 4/7,124,84,19
10YR,4,8,10YR 4/8,133.6975111,87.96425077,0
10YR,7,10,10YR 7/10,226.6168772,164.1528009,52.42788656
10YR,7,12,10YR 7/12,232.1979132,162.342931,0
10YR,7,14,10YR 7/14,236.2902111,160.9043954,0
10YR,7,16,10YR 7/16,238.728175,160.0440391,0
10YR,7,18,10YR 7/18,240.6530554,159.3275851,0
10YR,7,20,10YR 7/20,241.0750194,159.274612,0
2.5Y,7,2,2.5Y 7/2,186.6617892,174.3453069,149.035203
2.5Y,7,4,2.5Y 7/4,196.8518072,172.753078,124.9437201
2.5Y,7,6,2.5Y 7/6,205.0950139,171.2735169,99.88025124
2.5Y,7,8,2.5Y 7/8,211.5357449,169.9864949,72.92838586
2.5Y,7,10,2.5Y 7/10,217.0146766,168.7231084,37.11655248
2.5Y,7,12,2.5Y 7/12,221.2861962,167.6005346,0
2.5Y,7,14,2.5Y 7/14,224.1683759,166.8132062,0
2.5Y,7,16,2.5Y 7/16,226.1687281,166.228522,0
2.5Y,7,18,2.5Y 7/18,227.5652421,165.7704071,0
2.5Y,7,20,2.5Y 7/20,228.3667012,165.5643823,0
5Y,7,2,5Y 7/2,183.8098844,175.3865125,147.7611801
5Y,7,4,5Y 7/4,190.3654163,175.2308364,121.7423458
5Y,7,6,5Y 7/6,196.3844868,174.7293739,94.96054562
5Y,7,8,5Y 7/8,201.567126,174.0565989,66.050578
5Y,7,10,5Y 7/10,205.8462417,173.4200664,19.42607917
5Y,7,12,5Y 7/12,208.6966921,172.9440078,0
5Y,7,14,5Y 7/14,210.5398093,172.6193534,0
5Y,7,16,5Y 7/16,211.7570547,172.423591,0
5Y,7,18,5Y 7/18,212.8674385,172.1448472,0
5Y,7,20,5Y 7/20,213.8256495,171.9080854,0
7.5Y,7,2,7.5Y 7/2,181.1708028,176.2540188,147.4198143
7.5Y,7,4,7.5Y 7/4,185.8794551,176.7698185,120.8654172
7.5Y,7,6,7.5Y 7/6,189.8060041,177.0452223,93.57218998
7.5Y,7,8,7.5Y 7/8,192.9007074,177.2139438,62.61626881
7.5Y,7,10,7.5Y 7/10,195.6505933,177.2049042,4.772403011
7.5Y,7,12,7.5Y 7/12,197.4395622,177.1558468,0
7.5Y,7,14,7.5Y 7/14,198.6940965,177.0971462,0
7.5Y,7,16,7.5Y 7/16,199.6222329,177.0307008,0
7.5Y,7,18,7.5Y 7/18,199.9066261,177.0816584,0
10Y,8,2,10Y 8/2,205.6413228,203.9145368,171.6079918
10Y,8,4,10Y 8/4,208.3094237,205.1143313,145.550754
10Y,8,6,10Y 8/6,210.4352488,206.1527844,117.5763535
10Y,8,8,10Y 8/8,212.2451724,206.9161505,87.55483063
10Y,8,10,10Y 8/10,213.6023786,207.5263256,49.56898222
10Y,8,12,10Y 8/12,214.4551291,208.0385517,0
10Y,8,14,10Y 8/14,215.1762624,208.3220055,0
10Y,8,16,10Y 8/16,215.5318783,208.5485446,0
10Y,8,18,10Y 8/18,215.647315,208.7128751,0
10Y,8,20,10Y 8/20,216.0603042,208.7404658,0
2.5GY,8,2,2.5GY 8/2,202.503974,204.7983069,172.349512
2.5GY,8,4,2.5GY 8/4,201.5975637,206.9755694,147.7935931
2.5GY,8,6,2.5GY 8/6,201.0563968,208.7762881,121.0462239
2.5GY,8,8,2.5GY 8/8,200.212295,210.303666,92.90496307
2.5GY,8,10,2.5GY 8/10,199.1639903,211.6947683,55.29533113
2.5GY,8,12,2.5GY 8/12,198.2634969,212.739629,0
2.5GY,8,14,2.5GY 8/14,197.6496052,213.4849942,0
2.5GY,8,16,2.5GY 8/16,197.2638928,213.9240405,0
2.5GY,8,18,2.5GY 8/18,197.198582,214.1463237,0
2.5GY,8,20,2.5GY 8/20,196.8535621,214.3856803,0
2.5GY,8,22,2.5GY 8/22,196.6769431,214.572559,0
5GY,8,2,5GY 8/2,199.1033172,205.6272835,174.3281763
5GY,8,4,5GY 8/4,196.0681438,208.3382672,150.8939814
5GY,8,6,5GY 8/6,192.1540861,210.9619835,126.3119183
5GY,8,8,5GY 8/8,187.9641729,213.2896083,100.9357502
5GY,8,10,5GY 8/10,183.6463268,215.4386922,69.20384279
5GY,8,12,5GY 8/12,179.5150916,217.2965261,7.677724429
5GY,8,14,5GY 8/14,176.0559572,218.7341904,0
5GY,8,16,5GY 8/16,173.5330209,219.6679718,0
5GY,8,18,5GY 8/18,171.6131729,220.3792696,0
5GY,8,20,5GY 8/20,170.8537807,220.6818588,0
5GY,8,22,5GY 8/22,169.2638711,221.1937177,0
7.5GY,8,2,7.5GY 8/2,192.3395356,207.1106876,179.1673719
7.5GY,8,4,7.5GY 8/4,183.4052681,211.0696869,159.5386657
7.5GY,8,6,7.5GY 8/6,174.8057969,214.5326726,139.2064395
7.5GY,8,8,7.5GY 8/8,166.4586622,217.5535882,118.1395053
7.5GY,8,10,7.5GY 8/10,156.7309855,220.5393335,94.66292032
7.5GY,8,12,7.5GY 8/12,146.3327273,223.3315072,65.24161653
7.5GY,8,14,7.5GY 8/14,135.397591,225.8593203,9.311136415
7.5GY,8,16,7.5GY 8/16,125.0254908,227.9407343,0
7.5GY,8,18,7.5GY 8/18,115.6964542,229.5939805,0
7.5GY,8,20,7.5GY 8/20,109.1804522,230.6264723,0
7.5GY,8,22,7.5GY 8/22,100.7534158,231.8408843,0
7.5GY,8,24,7.5GY 8/24,93.94339196,232.701697,0
7.5GY,8,26,7.5GY 8/26,86.31421794,233.6194082,0
7.5GY,8,28,7.5GY 8/28,77.7236088,234.4921151,0
10GY,8,2,10GY 8/2,187.0826788,208.1179057,183.6648876
10GY,8,4,10GY 8/4,174.5509884,212.5834415,167.7970725
10GY,8,6,10GY 8/6,160.6928205,216.8152644,151.5111415
10GY,8,8,10GY 8/8,146.8597991,220.4002551,136.6165512
10GY,8,10,10GY 8/10,129.7052279,224.1317711,119.1237298
10GY,8,12,10GY 8/12,110.5404419,227.5000149,100.5032041
10GY,8,14,10GY 8/14,86.61119829,230.6199246,80.85584103
10GY,8,16,10GY 8/16,49.60889046,233.6048465,56.85556302
10GY,8,18,10GY 8/18,0,236.370772,11.85528574
10GY,8,20,10GY 8/20,0,238.9303269,0
10GY,8,22,10GY 8/22,0,241.1211593,0
10GY,8,24,10GY 8/24,0,242.898623,0
10GY,8,26,10GY 8/26,0,244.2679839,0
10GY,8,28,10GY 8/28,0,245.9280086,0
10GY,8,30,10GY 8/30,0,247.6153629,0
10GY,8,32,10GY 8/32,0,249.4925885,0
2.5G,8,2,2.5G 8/2,182.7341545,208.7745312,188.702284
2.5G,8,4,2.5G 8/4,165.7636289,213.7467519,177.7858811
2.5G,8,6,2.5G 8/6,145.2645913,218.7189518,166.1551439
2.5G,8,8,2.5G 8/8,124.9458927,222.6962219,156.1234239
2.5G,8,10,2.5G 8/10,98.63666778,226.6307292,145.4847651
2.5G,8,12,2.5G 8/12,55.87932804,230.5554188,134.7132851
2.5G,8,14,2.5G 8/14,0,233.7299358,125.35455
2.5G,8,16,2.5G 8/16,0,237.0565855,114.4434053
2.5G,8,18,2.5G 8/18,0,240.1883352,103.9358207
2.5G,8,20,2.5G 8/20,0,242.9238084,93.84109081
2.5G,8,22,2.5G 8/22,0,245.4075431,84.42549177
2.5G,8,24,2.5G 8/24,0,247.7939912,75.30487704
2.5G,8,26,2.5G 8/26,0,249.8574212,68.94204866
2.5G,8,28,2.5G 8/28,0,252.2370479,59.02668195
2.5G,8,30,2.5G 8/30,0,254.4784986,50.3038162
2.5G,8,32,2.5G 8/32,0,255,42.95177511
5G,8,2,5G 8/2,180.3161315,209.0194671,192.5101071
5G,8,4,5G 8/4,160.430814,214.2337348,185.2178192
5G,8,6,5G 8/6,135.587905,219.4452152,177.8507567
5G,8,8,5G 8/8,108.2134715,223.7784703,171.5821689
5G,8,10,5G 8/10,68.43900104,227.8602718,165.9439608
5G,8,12,5G 8/12,0,231.8390373,160.6769281
5G,8,14,5G 8/14,0,235.3237396,155.9249317
5G,8,16,5G 8/16,0,238.5877161,151.7635196
5G,8,18,5G 8/18,0,241.7272846,147.976482
5G,8,20,5G 8/20,0,244.7791487,144.4830493
5G,8,22,5G 8/22,0,247.3445465,141.7255347
5G,8,24,5G 8/24,0,249.8114457,139.3919116
5G,8,26,5G 8/26,0,252.5378976,137.4305762
5G,8,28,5G 8/28,0,255,134.6454507
5G,8,30,5G 8/30,0,255,132.4685408
5G,8,32,5G 8/32,0,255,132.5258244
7.5G,8,2,7.5G 8/2,178.977668,209.0896455,195.1939634
7.5G,8,4,7.5G 8/4,157.3755949,214.4361683,189.9007024
7.5G,8,6,7.5G 8/6,130.8470245,219.6107631,184.8354711
7.5G,8,8,7.5G 8/8,100.7091795,223.8998455,180.8969997
7.5G,8,10,7.5G 8/10,49.98300842,228.098838,176.8612966
7.5G,8,12,7.5G 8/12,0,232.1480665,173.2108831
7.5G,8,14,7.5G 8/14,0,235.5891901,170.0872706
7.5G,8,16,7.5G 8/16,0,238.9389455,167.0759499
7.5G,8,18,7.5G 8/18,0,242.0970909,164.6611026
7.5G,8,20,7.5G 8/20,0,244.9572044,162.2102631
7.5G,8,22,7.5G 8/22,0,247.6880812,161.1115981
7.5G,8,24,7.5G 8/24,0,250.4202451,159.1598763
7.5G,8,26,7.5G 8/26,0,253.1228641,157.512452
7.5G,8,28,7.5G 8/28,0,255,156.3653105
7.5G,8,30,7.5G 8/30,0,255,154.851908
10G,8,2,10G 8/2,178.0795491,209.0537884,197.7797784
10G,8,4,10G 8/4,154.8132923,214.509523,194.6067032
10G,8,6,10G 8/6,126.9637421,219.5894796,191.777322
10G,8,8,10G 8/8,93.19470486,223.9608524,189.4703634
10G,8,10,10G 8/10,25.90120366,228.1041326,187.3750642
10G,8,12,10G 8/12,0,232.2454295,185.5937074
10G,8,14,10G 8/14,0,235.7382871,184.01375
10G,8,16,10G 8/16,0,239.0227256,182.6890405
10G,8,18,10G 8/18,0,242.318973,181.3946652
10G,8,20,10G 8/20,0,245.0864172,180.6055303
10G,8,22,10G 8/22,0,247.9043384,180.2085479
10G,8,24,10G 8/24,0,251.0541422,179.7433872
10G,8,26,10G 8/26,0,253.687837,179.3203137
10G,8,28,10G 8/28,0,255,179.3655504
2.5BG,8,2,2.5BG 8/2,177.5265579,208.9941391,199.7134209
2.5BG,8,4,2.5BG 8/4,152.8276021,214.517673,198.5780721
2.5BG,8,6,2.5BG 8/6,124.5306615,219.4070378,197.6524841
2.5BG,8,8,2.5BG 8/8,86.3175654,223.9222122,197.229218
2.5BG,8,10,2.5BG 8/10,0,228.1102438,197.1214805
2.5BG,8,12,2.5BG 8/12,0,232.2013755,197.3137746
2.5BG,8,14,2.5BG 8/14,0,235.5975263,197.8010377
2.5BG,8,16,2.5BG 8/16,0,238.8995741,198.3414715
2.5BG,8,18,2.5BG 8/18,0,242.3185436,199.2289122
2.5BG,8,20,2.5BG 8/20,0,245.2587587,199.8193172
2.5BG,8,22,2.5BG 8/22,0,248.0605148,200.8188698
2.5BG,8,24,2.5BG 8/24,0,251.160903,201.7146786
2.5BG,8,26,2.5BG 8/26,0,254.1032619,203.0753866
5BG,8,2,5BG 8/2,177.3838718,208.7265764,202.66014
5BG,8,4,5BG 8/4,151.8050576,214.1916159,203.8647069
5BG,8,6,5BG 8/6,121.4706361,219.0853331,205.5369916
5BG,8,8,5BG 8/8,76.57573475,223.762155,207.6184892
5BG,8,10,5BG 8/10,0,227.8592308,209.4781708
5BG,8,12,5BG 8/12,0,231.9481988,211.5787854
5BG,8,14,5BG 8/14,0,235.3501879,213.6762656
5BG,8,16,5BG 8/16,0,238.6543081,215.8566754
5BG,8,18,5BG 8/18,0,242.2267445,218.8600207
5BG,8,20,5BG 8/20,0,245.2799276,220.7359007
5BG,8,22,5BG 8/22,0,247.9928907,222.9098434
5BG,8,24,5BG 8/24,0,251.2925221,225.1117974
5BG,8,26,5BG 8/26,0,254.6582825,228.0028059
7.5BG,8,2,7.5BG 8/2,177.7952833,208.2878729,205.8784068
7.5BG,8,4,7.5BG 8/4,151.8195072,213.6200225,209.3860304
7.5BG,8,6,7.5BG 8/6,117.9617532,218.6912116,214.1882058
7.5BG,8,8,7.5BG 8/8,70.4634699,223.14148,218.2728219
7.5BG,8,10,7.5BG 8/10,0,227.3267786,222.2651767
7.5BG,8,12,7.5BG 8/12,0,231.491107,226.6627847
7.5BG,8,14,7.5BG 8/14,0,234.8060477,230.3339489
7.5BG,8,16,7.5BG 8/16,0,238.1769326,234.1770791
7.5BG,8,18,7.5BG 8/18,0,241.9234849,239.4954327
7.5BG,8,20,7.5BG 8/20,0,244.7009755,244.0289612
7.5BG,8,22,7.5BG 8/22,0,248.0119729,248.33156
7.5BG,8,24,7.5BG 8/24,0,251.5333051,252.7919658
10BG,8,2,10BG 8/2,178.9703443,207.7772221,207.9311349
10BG,8,4,10BG 8/4,151.6023043,213.1219444,214.4429424
10BG,8,6,10BG 8/6,118.2480762,217.9110796,221.087385
10BG,8,8,10BG 8/8,67.79877833,222.3114242,227.6866272
10BG,8,10,10BG 8/10,0,226.5398567,234.2046582
10BG,8,12,10BG 8/12,0,230.67781,241.2434793
10BG,8,14,10BG 8/14,0,234.0259009,247.1791379
10BG,8,16,10BG 8/16,0,238.0064571,254.6294211
10BG,8,18,10BG 8/18,0,241.5507118,255
10BG,8,20,10BG 8/20,0,244.3047181,255
10BG,8,22,10BG 8/22,0,247.8010322,255
2.5B,8,2,2.5B 8/2,181.0886065,207.0646037,209.5851497
2.5B,8,4,2.5B 8/4,153.1007076,212.347971,218.7912876
2.5B,8,6,2.5B 8/6,120.523631,216.8226391,227.9314392
2.5B,8,8,2.5B 8/8,70.81171908,220.9754059,237.4651835
2.5B,8,10,2.5B 8/10,0,225.1305765,247.462511
2.5B,8,12,2.5B 8/12,0,229.1305396,255
2.5B,8,14,2.5B 8/14,0,232.3008337,255
2.5B,8,16,2.5B 8/16,0,236.7969976,255
2.5B,8,18,2.5B 8/18,0,239.9272986,255
2.5B,8,20,2.5B 8/20,0,243.0872125,255
5B,8,2,5B 8/2,184.192969,206.1030816,211.0503711
5B,8,4,5B 8/4,158.3259599,210.7968444,223.0798849
5B,8,6,5B 8/6,128.6591282,214.7379748,235.2953841
5B,8,8,5B 8/8,81.28825487,218.7330543,248.9017015
5B,8,10,5B 8/10,0,222.2188598,255
5B,8,12,5B 8/12,0,226.2006103,255
5B,8,14,5B 8/14,0,229.4801934,255
5B,8,16,5B 8/16,0,233.0430701,255
5B,8,18,5B 8/18,0,236.4665219,255
7.5B,8,2,7.5B 8/2,187.0818268,205.2448673,211.8874669
7.5B,8,4,7.5B 8/4,163.7947583,209.3568976,225.3666795
7.5B,8,6,7.5B 8/6,137.0981021,212.8477757,239.4053213
7.5B,8,8,7.5B 8/8,97.46176851,216.3432445,255
7.5B,8,10,7.5B 8/10,0,219.2639574,255
7.5B,8,12,7.5B 8/12,0,222.7808944,255
7.5B,8,14,7.5B 8/14,0,225.5493989,255
7.5B,8,16,7.5B 8/16,0,228.8225481,255
10B,8,2,10B 8/2,189.5785845,204.4985226,212.5034435
10B,8,4,10B 8/4,171.2613449,207.391272,227.5694896
10B,8,6,10B 8/6,149.3937907,210.1901893,242.6176944
10B,8,8,10B 8/8,117.8043146,213.128483,255
10B,8,10,10B 8/10,70.08851921,215.7274344,255
10B,8,12,10B 8/12,0,218.5675601,255
10B,8,14,10B 8/14,0,220.247016,255
2.5PB,8,2,2.5PB 8/2,193.1109467,203.4707157,212.895645
2.5PB,8,4,2.5PB 8/4,179.0252222,205.3545236,228.7061258
2.5PB,8,6,2.5PB 8/6,161.8927507,207.29424,244.9783425
2.5PB,8,8,2.5PB 8/8,140.7343546,209.0857405,255
2.5PB,8,10,2.5PB 8/10,110.4913525,211.0233733,255
2.5PB,8,12,2.5PB 8/12,70.47429889,212.0576011,255
2.5PB,8,14,2.5PB 8/14,0,213.7028803,255
5PB,8,2,5PB 8/2,195.5819393,202.7560998,212.9725734
5PB,8,4,5PB 8/4,185.5872568,203.6177567,228.9254191
5PB,8,6,5PB 8/6,173.0870793,204.4982554,246.4961233
5PB,8,8,5PB 8/8,157.9690781,205.4678036,255
5PB,8,10,5PB 8/10,140.6614439,205.7976395,255
5PB,8,12,5PB 8/12,122.2179799,206.1901672,255
5PB,8,14,5PB 8/14,98.56543757,205.2568304,255
7.5PB,8,2,7.5PB 8/2,199.1940337,201.745589,212.5537954
7.5PB,8,4,7.5PB 8/4,193.9883341,201.3351526,228.5025906
7.5PB,8,6,7.5PB 8/6,187.5672743,200.809568,245.960431
7.5PB,8,8,7.5PB 8/8,180.8469696,199.7874085,255
7.5PB,8,10,7.5PB 8/10,173.9148789,198.3570817,255
7.5PB,8,12,7.5PB 8/12,169.6135966,196.8195056,255
7.5PB,8,14,7.5PB 8/14,163.1371324,194.661473,255
10PB,8,2,10PB 8/2,201.8086532,201.037009,211.8780766
10PB,8,4,10PB 8/4,200.5342659,199.5863511,227.0062528
10PB,8,6,10PB 8/6,199.5384659,197.6391523,243.7109336
10PB,8,8,10PB 8/8,199.4741046,194.9309231,255
10PB,8,10,10PB 8/10,199.515572,191.8528247,255
10PB,8,12,10PB 8/12,197.538299,189.8071629,255
10PB,8,14,10PB 8/14,197.982558,186.3921741,255
10PB,8,16,10PB 8/16,196.2354505,184.113199,255
2.5P,8,2,2.5P 8/2,203.8034232,200.5241477,211.0223438
2.5P,8,4,2.5P 8/4,206.3464318,197.9531722,225.5991724
2.5P,8,6,2.5P 8/6,209.0308423,195.1462615,239.9612681
2.5P,8,8,2.5P 8/8,212.3466915,191.7185112,255
2.5P,8,10,2.5P 8/10,218.474473,186.9350462,255
2.5P,8,12,2.5P 8/12,221.2209845,183.6025287,255
2.5P,8,14,2.5P 8/14,226.5882086,178.6532581,255
2.5P,8,16,2.5P 8/16,230.1553137,174.7950072,255
2.5P,8,18,2.5P 8/18,235.0335312,169.6542578,255
5P,8,2,5P 8/2,205.2126258,200.1875724,210.1407247
5P,8,4,5P 8/4,210.7871487,196.8228839,223.1375003
5P,8,6,5P 8/6,216.2962862,193.2843722,235.5952693
5P,8,8,5P 8/8,222.7418603,188.9506414,249.1380229
5P,8,10,5P 8/10,229.1750101,184.3337398,255
5P,8,12,5P 8/12,235.5514158,179.4232665,255
5P,8,14,5P 8/14,242.8865268,173.7049538,255
5P,8,16,5P 8/16,249.3381333,168.4218919,255
5P,8,18,5P 8/18,255,162.3248899,255
5P,8,20,5P 8/20,255,154.0515798,255
5P,8,22,5P 8/22,255,144.9862976,255
7.5P,8,2,7.5P 8/2,208.265206,199.5123838,207.5980744
7.5P,8,4,7.5P 8/4,218.667934,194.8513543,217.4209518
7.5P,8,6,7.5P 8/6,227.1331071,190.6191367,226.1601887
7.5P,8,8,7.5P 8/8,238.2058206,184.5898556,237.306063
7.5P,8,10,7.5P 8/10,247.5030077,178.9744934,246.8681617
7.5P,8,12,7.5P 8/12,255,172.5280419,255
7.5P,8,14,7.5P 8/14,255,165.200017,255
7.5P,8,16,7.5P 8/16,255,158.2896708,255
7.5P,8,18,7.5P 8/18,255,150.2251619,255
7.5P,8,20,7.5P 8/20,255,140.6324372,255
7.5P,8,22,7.5P 8/22,255,128.9165562,255
7.5P,8,24,7.5P 8/24,255,112.2950045,255
7.5P,8,26,7.5P 8/26,255,88.62173357,255
10P,8,2,10P 8/2,209.9114073,199.152734,206.0898933
10P,8,4,10P 8/4,222.3449794,194.0570531,213.2185742
10P,8,6,10P 8/6,234.1637817,188.6100024,220.6094222
10P,8,8,10P 8/8,246.3517665,182.3268936,228.5709798
10P,8,10,10P 8/10,255,175.8130773,236.2472316
10P,8,12,10P 8/12,255,168.7240596,243.8875308
10P,8,14,10P 8/14,255,159.8996252,252.6308342
10P,8,16,10P 8/16,255,151.1949542,255
10P,8,18,10P 8/18,255,143.1912228,255
10P,8,20,10P 8/20,255,131.6922284,255
10P,8,22,10P 8/22,255,114.921028,255
10P,8,24,10P 8/24,255,95.02293144,255
10P,8,26,10P 8/26,255,64.05369536,255
2.5RP,8,2,2.5RP 8/2,211.3036094,198.8796145,204.4814117
2.5RP,8,4,2.5RP 8/4,225.8291819,193.3350322,208.6188126
2.5RP,8,6,2.5RP 8/6,240.5075979,186.9925221,212.9791088
2.5RP,8,8,2.5RP 8/8,254.4441531,180.0831632,217.9779537
2.5RP,8,10,2.5RP 8/10,255,173.0048741,222.5836251
2.5RP,8,12,2.5RP 8/12,255,164.3599027,228.1936106
2.5RP,8,14,2.5RP 8/14,255,154.9501699,233.6531128
2.5RP,8,16,2.5RP 8/16,255,144.0298658,239.2168229
2.5RP,8,18,2.5RP 8/18,255,135.3895507,243.7321066
2.5RP,8,20,2.5RP 8/20,255,121.5182307,249.5375321
2.5RP,8,22,2.5RP 8/22,255,103.802149,255
2.5RP,8,24,2.5RP 8/24,255,81.75644277,255
2.5RP,8,26,2.5RP 8/26,255,40.64776835,255
5RP,8,2,5RP 8/2,212.7315085,198.6248688,202.5433553
5RP,8,4,5RP 8/4,229.1848419,192.6829048,203.4423599
5RP,8,6,5RP 8/6,245.5868248,185.8553747,204.6599424
5RP,8,8,5RP 8/8,255,178.2215756,206.252871
5RP,8,10,5RP 8/10,255,170.5747136,207.9265573
5RP,8,12,5RP 8/12,255,160.4289449,210.1406752
5RP,8,14,5RP 8/14,255,150.6519905,212.0598582
5RP,8,16,5RP 8/16,255,140.7795467,214.5593583
5RP,8,18,5RP 8/18,255,129.3020578,217.1563252
5RP,8,20,5RP 8/20,255,114.3840805,220.6385068
5RP,8,22,5RP 8/22,255,95.17346115,224.2776501
5RP,8,24,5RP 8/24,255,71.3543838,227.5625204
7.5RP,8,2,7.5RP 8/2,213.7724983,198.4472685,201.0145364
7.5RP,8,4,7.5RP 8/4,231.5501552,192.2286981,199.4927727
7.5RP,8,6,7.5RP 8/6,248.5800202,185.3029522,198.270588
7.5RP,8,8,7.5RP 8/8,255,177.4135885,197.5900374
7.5RP,8,10,7.5RP 8/10,255,169.4876386,196.8542824
7.5RP,8,12,7.5RP 8/12,255,158.7001458,196.6076663
7.5RP,8,14,7.5RP 8/14,255,148.7292293,196.5436176
7.5RP,8,16,7.5RP 8/16,255,138.2436899,197.1097712
7.5RP,8,18,7.5RP 8/18,255,125.1418842,198.4339067
7.5RP,8,20,7.5RP 8/20,255,111.122025,199.3859549
7.5RP,8,22,7.5RP 8/22,255,93.58739577,200.3764742
10RP,8,2,10RP 8/2,214.6000658,198.3314119,199.5393456
10RP,8,4,10RP 8/4,233.6478567,191.8750045,195.3541141
10RP,8,6,10RP 8/6,250.8875238,185.042638,191.5543948
10RP,8,8,10RP 8/8,255,177.0579169,187.6953649
10RP,8,10,10RP 8/10,255,168.9216555,184.3689874
10RP,8,12,10RP 8/12,255,156.9277417,180.2521877
10RP,8,14,10RP 8/14,255,147.5843826,176.7798593
10RP,8,16,10RP 8/16,255,138.0247242,174.8712282
10RP,8,18,10RP 8/18,255,126.0661647,172.1796291
10RP,8,20,10RP 8/20,255,111.6796216,170.451666
2.5R,8,2,2.5R 8/2,215.3563313,198.2431677,198.0028227
2.5R,8,4,2.5R 8/4,235.3785331,191.6250871,191.3886035
2.5R,8,6,2.5R 8/6,252.8470737,184.8210586,185.5088399
2.5R,8,8,2.5R 8/8,255,176.9673848,178.948665
2.5R,8,10,2.5R 8/10,255,168.4566531,172.6296964
2.5R,8,12,2.5R 8/12,255,157.2128839,165.1935
2.5R,8,14,2.5R 8/14,255,146.5427288,159.8844893
2.5R,8,16,2.5R 8/16,255,137.0390762,156.114604
2.5R,8,18,2.5R 8/18,255,126.6595154,151.0274332
2.5R,8,20,2.5R 8/20,255,113.9448792,146.3876402
5R,8,2,5R 8/2,216.1011068,198.1558146,196.4672008
5R,8,4,5R 8/4,236.9300802,191.4670213,187.053245
5R,8,6,5R 8/6,254.2181423,184.9033836,178.7880715
5R,8,8,5R 8/8,255,176.9588389,169.9119778
5R,8,10,5R 8/10,255,168.6252995,161.3452217
5R,8,12,5R 8/12,255,157.269128,151.7716261
5R,8,14,5R 8/14,255,147.7366762,144.1131628
5R,8,16,5R 8/16,255,139.1418695,137.5312404
5R,8,18,5R 8/18,255,128.4981179,130.7891172
7.5R,8,2,7.5R 8/2,216.8463108,198.1315469,194.3040761
7.5R,8,4,7.5R 8/4,238.3025637,191.4242071,182.1039398
7.5R,8,6,7.5R 8/6,255,184.9596417,170.7053039
7.5R,8,8,7.5R 8/8,255,177.4971958,158.306691
7.5R,8,10,7.5R 8/10,255,169.8222065,146.6616559
7.5R,8,12,7.5R 8/12,255,160.1913161,132.4585399
7.5R,8,14,7.5R 8/14,255,151.4388605,123.7050932
7.5R,8,16,7.5R 8/16,255,142.5089651,113.2387813
7.5R,8,18,7.5R 8/18,255,132.1356888,102.277487
7.5R,8,20,7.5R 8/20,255,123.888151,91.90050691
10R,8,2,10R 8/2,217.6131536,198.1043564,192.0546306
10R,8,4,10R 8/4,239.0319603,191.7190312,176.1368792
10R,8,6,10R 8/6,255,185.8364884,161.5247789
10R,8,8,10R 8/8,255,179.33969,146.0213376
10R,8,10,10R 8/10,255,172.8541892,131.3746678
10R,8,12,10R 8/12,255,164.8213383,113.1174506
10R,8,14,10R 8/14,255,157.7000629,96.4148762
10R,8,16,10R 8/16,255,150.8070845,80.64192132
10R,8,18,10R 8/18,255,144.0889524,58.81426354
10R,8,20,10R 8/20,255,136.9731407,35.70768534
10R,8,22,10R 8/22,255,129.5530048,0
10R,8,24,10R 8/24,255,120.8841185,0
10R,8,26,10R 8/26,255,111.8822733,0
