H,V,C,Munsell,R,G,B
5Y,2,4,5Y 2/4,61.70354302,47.96014444,4.191093259
5Y,2,6,5Y 2/6,65.73223547,47.07554984,0
7.5Y,2,2,7.5Y 2/2,53.54174737,49.67185065,32.53461038
7.5Y,2,4,7.5Y 2/4,57.50720228,49.57867357,3.066361279
7.5Y,2,6,7.5Y 2/6,60.63316722,49.22770354,0
10Y,3,2,10Y 3/2,74.43239655,73.52646474,52.84799435
10Y,3,4,10Y 3/4,76.27285593,74.27154937,29.55654067
10Y,3,6,10Y 3/6,77.35118384,74.78049481,0
10Y,3,8,10Y 3/8,78.2277566,75.12223638,0
2.5GY,3,2,2.5GY 3/2,71.29784969,74.32983108,54.57480507
2.5GY,3,4,2.5GY 3/4,70.14051368,75.964514,32.15955062
2.5GY,3,6,2.5GY 3/6,68.89140712,77.11604343,0
2.5GY,3,8,2.5GY 3/8,66.4047892,78.36854154,0
2.5GY,3,10,2.5GY 3/10,64.20314996,79.35861458,0
5GY,3,2,5GY 3/2,68.63067991,74.92415464,56.57873365
5GY,3,4,5GY 3/4,63.92426935,77.34588855,37.17496795
5GY,3,6,5GY 3/6,59.27439523,79.22039795,11.94747324
5GY,3,8,5GY 3/8,54.10396239,80.88788061,0
5GY,3,10,5GY 3/10,48.54684828,82.2927218,0
5GY,3,12,5GY 3/12,42.42591285,83.55514127,0
7.5GY,3,2,7.5GY 3/2,64.85564183,75.63257252,60.11528773
7.5GY,3,4,7.5GY 3/4,55.63281331,78.80110359,44.5509965
7.5GY,3,6,7.5GY 3/6,45.68856103,81.35900502,27.05686316
7.5GY,3,8,7.5GY 3/8,32.22610292,83.69630414,0
7.5GY,3,10,7.5GY 3/10,5.763135811,85.87053595,0
7.5GY,3,12,7.5GY 3/12,0,87.72089876,0
7.5GY,3,14,7.5GY 3/14,0,89.28477704,0
10GY,3,2,10GY 3/2,62.31858248,76.04498481,62.63975421
10GY,3,4,10GY 3/4,48.95366407,79.66874228,50.93476481
10GY,3,6,10GY 3/6,32.20462356,82.67606564,38.66762706
10GY,3,8,10GY 3/8,0,85.30796797,24.70657975
10GY,3,10,10GY 3/10,0,87.63338135,5.447572677
10GY,3,12,10GY 3/12,0,89.58504824,0
10GY,3,14,10GY 3/14,0,91.39829758,0
10GY,3,16,10GY 3/16,0,92.85760509,0
10GY,3,18,10GY 3/18,0,94.35355347,0
10GY,3,20,10GY 3/20,0,95.696481,0
10GY,3,22,10GY 3/22,0,96.91598823,0
10GY,3,24,10GY 3/24,0,98.01866459,0
2.5G,3,2,2.5G 3/2,59.97183055,76.35336833,65.38557475
2.5G,3,4,2.5G 3/4,41.43262855,80.37815947,57.90840076
2.5G,3,6,2.5G 3/6,7.959431312,83.7312864,51.05686909
2.5G,3,8,2.5G 3/8,0,86.4047679,45.06456672
2.5G,3,10,2.5G 3/10,0,88.99661508,39.00200284
2.5G,3,12,2.5G 3/12,0,91.07913985,33.66963971
2.5G,3,14,2.5G 3/14,0,92.83847685,28.88801228
2.5G,3,16,2.5G 3/16,0,94.35466666,25.09661023
2.5G,3,18,2.5G 3/18,0,95.70127351,21.85909713
2.5G,3,20,2.5G 3/20,0,97.03507215,18.83075621
2.5G,3,22,2.5G 3/22,0,98.22503674,16.25946825
2.5G,3,24,2.5G 3/24,0,99.20551378,14.35404148
5G,3,2,5G 3/2,58.26348679,76.54681625,67.46707602
5G,3,4,5G 3/4,36.31166742,80.73982696,62.1586837
5G,3,6,5G 3/6,0,84.09146303,57.89493321
5G,3,8,5G 3/8,0,86.7449989,54.76741089
5G,3,10,5G 3/10,0,89.3546274,51.93764756
5G,3,12,5G 3/12,0,91.42287997,49.78028536
5G,3,14,5G 3/14,0,93.23223247,48.08605702
5G,3,16,5G 3/16,0,94.74104914,46.88550076
5G,3,18,5G 3/18,0,95.98583533,45.95320051
5G,3,20,5G 3/20,0,97.23949271,45.19615748
5G,3,22,5G 3/22,0,98.46920027,44.45303257
5G,3,24,5G 3/24,0,99.68056078,43.93375627
7.5G,3,2,7.5G 3/2,57.11208978,76.64887341,69.04931211
7.5G,3,4,7.5G 3/4,32.06228444,80.95873406,65.57686954
7.5G,3,6,7.5G 3/6,0,84.29605122,63.28596407
7.5G,3,8,7.5G 3/8,0,86.92884443,61.71643665
7.5G,3,10,7.5G 3/10,0,89.45621755,60.36278171
7.5G,3,12,7.5G 3/12,0,91.63168136,59.32646092
7.5G,3,14,7.5G 3/14,0,93.3648207,58.68016504
7.5G,3,16,7.5G 3/16,0,94.85649481,58.13006962
7.5G,3,18,7.5G 3/18,0,96.15185802,57.74290546
7.5G,3,20,7.5G 3/20,0,97.38299167,57.54934565
7.5G,3,22,7.5G 3/22,0,98.56599279,57.47935136
7.5G,3,24,7.5G 3/24,0,99.84464852,57.54397142
10G,3,2,10G 3/2,55.99355062,76.71914771,70.78553831
10G,3,4,10G 3/4,27.4563631,81.09914372,69.37946589
10G,3,6,10G 3/6,0,84.35159789,68.58402777
10G,3,8,10G 3/8,0,87.02735085,68.1205307
10G,3,10,10G 3/10,0,89.49239951,67.97419198
10G,3,12,10G 3/12,0,91.67214804,68.02643381
10G,3,14,10G 3/14,0,93.46933046,68.30198164
10G,3,16,10G 3/16,0,95.04961294,68.70832463
10G,3,18,10G 3/18,0,96.35829683,69.19191069
10G,3,20,10G 3/20,0,97.50651631,69.73955049
10G,3,22,10G 3/22,0,98.64055716,70.34318846
10G,3,24,10G 3/24,0,99.99984944,71.19994073
2.5BG,3,2,2.5BG 3/2,55.17073902,76.68964733,72.80404255
2.5BG,3,4,2.5BG 3/4,23.1039827,81.08439963,73.65184186
2.5BG,3,6,2.5BG 3/6,0,84.30544886,74.64734876
2.5BG,3,8,2.5BG 3/8,0,87.03164615,75.83859501
2.5BG,3,10,2.5BG 3/10,0,89.58085223,77.31960449
2.5BG,3,12,2.5BG 3/12,0,91.74087589,78.68060853
2.5BG,3,14,2.5BG 3/14,0,93.57991393,80.02034329
2.5BG,3,16,2.5BG 3/16,0,95.13145967,81.27427515
2.5BG,3,18,2.5BG 3/18,0,96.54318014,82.47605367
2.5BG,3,20,2.5BG 3/20,0,97.71657322,83.47056636
2.5BG,3,22,2.5BG 3/22,0,98.83906235,84.57903038
2.5BG,3,24,2.5BG 3/24,0,100.1974274,85.84139754
5BG,3,2,5BG 3/2,53.93750752,76.68667332,75.27183611
5BG,3,4,5BG 3/4,18.20741835,80.91862904,78.9041326
5BG,3,6,5BG 3/6,0,84.05701756,82.13424304
5BG,3,8,5BG 3/8,0,86.962654,85.59886352
5BG,3,10,5BG 3/10,0,89.5522112,89.05563876
5BG,3,12,5BG 3/12,0,91.73637606,92.26232716
5BG,3,14,5BG 3/14,0,93.62364856,95.09050488
5BG,3,16,5BG 3/16,0,95.39998748,97.90047523
5BG,3,18,5BG 3/18,0,96.75288418,100.0895648
5BG,3,20,5BG 3/20,0,98.07429645,102.0042
5BG,3,22,5BG 3/22,0,99.41016694,104.4468251
7.5BG,3,2,7.5BG 3/2,53.27757478,76.58463875,77.45643
7.5BG,3,4,7.5BG 3/4,14.36521368,80.66044005,83.45815523
7.5BG,3,6,7.5BG 3/6,0,83.81692916,88.6444025
7.5BG,3,8,7.5BG 3/8,0,86.6214682,93.53329878
7.5BG,3,10,7.5BG 3/10,0,89.33292582,98.34429513
7.5BG,3,12,7.5BG 3/12,0,91.58359285,102.4556601
7.5BG,3,14,7.5BG 3/14,0,93.60585356,106.4087321
7.5BG,3,16,7.5BG 3/16,0,95.40675334,109.8592695
7.5BG,3,18,7.5BG 3/18,0,97.0320994,113.2197683
7.5BG,3,20,7.5BG 3/20,0,98.4934328,116.5133984
10BG,3,2,10BG 3/2,52.77372141,76.44876129,79.57956056
10BG,3,4,10BG 3/4,13.82159373,80.17371306,87.90207448
10BG,3,6,10BG 3/6,0,83.2124373,95.5360433
10BG,3,8,10BG 3/8,0,85.96806795,102.5318936
10BG,3,10,10BG 3/10,0,88.80123905,109.9697169
10BG,3,12,10BG 3/12,0,91.14869834,116.1695047
10BG,3,14,10BG 3/14,0,93.54391061,122.5635651
10BG,3,16,10BG 3/16,0,95.27281269,127.1970455
10BG,3,18,10BG 3/18,0,96.76252244,130.9430349
2.5B,3,2,2.5B 3/2,53.12378266,76.1569733,81.51155474
2.5B,3,4,2.5B 3/4,15.00581792,79.60166065,91.96316017
2.5B,3,6,2.5B 3/6,0,82.42979872,101.2207461
2.5B,3,8,2.5B 3/8,0,85.12403078,110.38574
2.5B,3,10,2.5B 3/10,0,87.90955611,119.7883291
2.5B,3,12,2.5B 3/12,0,90.38182443,128.2809481
2.5B,3,14,2.5B 3/14,0,92.59368984,136.9039192
2.5B,3,16,2.5B 3/16,0,94.66171362,142.9049471
5B,3,2,5B 3/2,53.66722966,75.83532223,83.29705327
5B,3,4,5B 3/4,21.01782998,78.75351095,95.29766522
5B,3,6,5B 3/6,0,81.11175285,106.1533738
5B,3,8,5B 3/8,0,83.45535102,117.6547875
5B,3,10,5B 3/10,0,85.80121377,129.5030397
5B,3,12,5B 3/12,0,88.09025771,140.486806
5B,3,14,5B 3/14,0,90.31692316,151.7089589
5B,3,16,5B 3/16,0,92.61425368,160.9570207
7.5B,3,2,7.5B 3/2,55.44540379,75.25707934,84.99399029
7.5B,3,4,7.5B 3/4,29.76750118,77.58441635,97.90186262
7.5B,3,6,7.5B 3/6,0,79.52813611,109.6832318
7.5B,3,8,7.5B 3/8,0,81.46975888,122.2252038
7.5B,3,10,7.5B 3/10,0,83.37798349,134.2566699
7.5B,3,12,7.5B 3/12,0,85.38604162,146.940554
7.5B,3,14,7.5B 3/14,0,87.54281893,159.4304561
7.5B,3,16,7.5B 3/16,0,89.20379283,169.5464388
10B,3,2,10B 3/2,58.00342156,74.52258162,86.35617674
10B,3,4,10B 3/4,38.38930105,76.26955588,99.58099822
10B,3,6,10B 3/6,0,77.79254407,112.1303417
10B,3,8,10B 3/8,0,79.36661879,124.9043159
10B,3,10,10B 3/10,0,80.88304,137.3334818
10B,3,12,10B 3/12,0,82.53060966,150.7184769
10B,3,14,10B 3/14,0,84.16339774,163.3991289
10B,3,16,10B 3/16,0,85.44333708,174.5919617
10B,3,18,10B 3/18,0,86.70325296,188.945353
2.5PB,3,2,2.5PB 3/2,61.23094166,73.64238002,87.280535
2.5PB,3,4,2.5PB 3/4,47.31773166,74.63362366,100.9138154
2.5PB,3,6,2.5PB 3/6,24.96078014,75.50720447,113.9409707
2.5PB,3,8,2.5PB 3/8,0,76.24429224,126.8803248
2.5PB,3,10,2.5PB 3/10,0,76.93816993,139.8077966
2.5PB,3,12,2.5PB 3/12,0,77.69501319,153.0598959
2.5PB,3,14,2.5PB 3/14,0,78.35830341,166.4355272
2.5PB,3,16,2.5PB 3/16,0,79.01419564,179.5709877
2.5PB,3,18,2.5PB 3/18,0,79.65971214,194.2413504
2.5PB,3,20,2.5PB 3/20,0,79.90970767,206.4833442
2.5PB,3,22,2.5PB 3/22,0,80.22685214,220.8196872
5PB,3,2,5PB 3/2,64.87625693,72.63435818,87.87448873
5PB,3,4,5PB 3/4,55.6106454,72.86391076,101.571235
5PB,3,6,5PB 3/6,42.37191825,73.10963833,114.8623368
5PB,3,8,5PB 3/8,21.84520738,73.21282109,127.2070166
5PB,3,10,5PB 3/10,0,73.09504405,140.4843968
5PB,3,12,5PB 3/12,0,72.84676379,154.002847
5PB,3,14,5PB 3/14,0,72.30911633,167.234594
5PB,3,16,5PB 3/16,0,71.48623174,181.8297312
5PB,3,18,5PB 3/18,0,70.54906125,195.8688355
5PB,3,20,5PB 3/20,0,69.25042058,207.9033087
5PB,3,22,5PB 3/22,0,67.9240349,219.6053318
5PB,3,24,5PB 3/24,0,66.22256763,233.1680776
5PB,3,26,5PB 3/26,0,64.80102723,242.836064
5PB,3,28,5PB 3/28,0,62.25886622,253.5467146
5PB,3,30,5PB 3/30,0,61.02185013,255
5PB,3,32,5PB 3/32,0,57.2616954,255
5PB,3,34,5PB 3/34,0,55.36298491,255
5PB,3,36,5PB 3/36,0,53.45599941,255
5PB,3,38,5PB 3/38,0,50.77697753,255
5PB,3,40,5PB 3/40,0,45.6220238,255
5PB,3,42,5PB 3/42,0,41.89058632,255
5PB,3,44,5PB 3/44,0,37.18871536,255
5PB,3,46,5PB 3/46,0,30.94095005,255
5PB,3,48,5PB 3/48,0,10.86290603,255
5PB,3,50,5PB 3/50,0,0,255
7.5PB,3,2,7.5PB 3/2,69.51698278,71.30627253,88.1055495
7.5PB,3,4,7.5PB 3/4,65.9372491,70.24568449,101.7488177
7.5PB,3,6,7.5PB 3/6,62.17416886,68.90015181,114.7146759
7.5PB,3,8,7.5PB 3/8,58.50110796,67.29150322,126.6623423
7.5PB,3,10,7.5PB 3/10,54.08180307,65.26515392,139.1490737
7.5PB,3,12,7.5PB 3/12,51.19342566,62.5506164,150.8265666
7.5PB,3,14,7.5PB 3/14,49.87105392,58.69409343,162.9908488
7.5PB,3,16,7.5PB 3/16,49.96793458,53.71433601,175.0116129
7.5PB,3,18,7.5PB 3/18,51.56378922,48.33792237,184.8525638
7.5PB,3,20,7.5PB 3/20,53.15231444,42.32901999,193.8645913
7.5PB,3,22,7.5PB 3/22,56.1159835,32.57556288,204.5426475
7.5PB,3,24,7.5PB 3/24,59.41183815,17.76633696,214.6935685
7.5PB,3,26,7.5PB 3/26,62.08934472,0,223.7195506
7.5PB,3,28,7.5PB 3/28,65.3232864,0,231.9070988
7.5PB,3,30,7.5PB 3/30,69.56972169,0,242.437852
7.5PB,3,32,7.5PB 3/32,73.66670408,0,252.5062961
7.5PB,3,34,7.5PB 3/34,77.32390791,0,255
7.5PB,3,36,7.5PB 3/36,79.012836,0,255
7.5PB,3,38,7.5PB 3/38,83.29158096,0,255
7.5PB,3,40,7.5PB 3/40,89.05015802,0,255
7.5PB,3,42,7.5PB 3/42,92.4065816,0,255
7.5PB,3,44,7.5PB 3/44,99.24296481,0,255
7.5PB,3,46,7.5PB 3/46,106.8368714,0,255
7.5PB,3,48,7.5PB 3/48,112.3172421,0,255
7.5PB,3,50,7.5PB 3/50,122.1217693,0,255
10PB,3,2,10PB 3/2,73.54791246,70.09790022,87.90392492
10PB,3,4,10PB 3/4,74.32872337,67.88705302,100.415241
10PB,3,6,10PB 3/6,75.4396218,65.31365932,112.0112016
10PB,3,8,10PB 3/8,76.83747552,62.26025813,123.2636095
10PB,3,10,10PB 3/10,78.65832548,58.36672717,134.9527478
10PB,3,12,10PB 3/12,80.76616026,54.3444145,144.4885838
10PB,3,14,10PB 3/14,83.98144531,48.47411054,155.2547295
10PB,3,16,10PB 3/16,87.59473748,41.0423981,165.6492973
10PB,3,18,10PB 3/18,91.24469415,32.33989683,174.3690295
10PB,3,20,10PB 3/20,95.01507343,18.86881896,183.3888779
10PB,3,22,10PB 3/22,99.17996732,0,192.7543848
10PB,3,24,10PB 3/24,103.6508831,0,202.298863
10PB,3,26,10PB 3/26,107.9557132,0,211.4724299
10PB,3,28,10PB 3/28,112.8724787,0,220.7425739
10PB,3,30,10PB 3/30,117.6441481,0,229.8703431
10PB,3,32,10PB 3/32,123.8649091,0,241.3829712
10PB,3,34,10PB 3/34,128.685113,0,250.2497253
10PB,3,36,10PB 3/36,133.3671492,0,255
10PB,3,38,10PB 3/38,140.7373362,0,255
10PB,3,40,10PB 3/40,147.5906415,0,255
10PB,3,42,10PB 3/42,157.0557608,0,255
10PB,3,44,10PB 3/44,163.5865495,0,255
10PB,3,46,10PB 3/46,172.7272716,0,255
10PB,3,48,10PB 3/48,183.2572669,0,255
10PB,3,50,10PB 3/50,195.6155504,0,255
2.5P,3,2,2.5P 3/2,76.85910411,69.14555903,86.88054286
2.5P,3,4,2.5P 3/4,80.59711668,65.98655567,98.38728778
2.5P,3,6,2.5P 3/6,84.40717741,62.46766282,108.7305692
2.5P,3,8,2.5P 3/8,88.76722576,58.21428731,118.4801783
2.5P,3,10,2.5P 3/10,93.63361164,52.75108632,128.5828139
2.5P,3,12,2.5P 3/12,98.06592164,46.85026006,137.3321902
2.5P,3,14,2.5P 3/14,103.1353334,38.39305644,147.0738098
2.5P,3,16,2.5P 3/16,108.0508961,27.13013425,156.1469309
2.5P,3,18,2.5P 3/18,112.8054702,7.590180818,164.5007338
2.5P,3,20,2.5P 3/20,117.539992,0,172.6803287
2.5P,3,22,2.5P 3/22,123.0844569,0,181.9669104
2.5P,3,24,2.5P 3/24,128.3086648,0,191.0019761
2.5P,3,26,2.5P 3/26,133.4379607,0,199.5773323
2.5P,3,28,2.5P 3/28,139.3290089,0,209.1949975
2.5P,3,30,2.5P 3/30,145.3314233,0,218.9131202
2.5P,3,32,2.5P 3/32,151.4240354,0,228.1424788
2.5P,3,34,2.5P 3/34,156.9754683,0,237.0669192
2.5P,3,36,2.5P 3/36,166.84523,0,251.6022166
2.5P,3,38,2.5P 3/38,173.7070592,0,255
2.5P,3,40,2.5P 3/40,181.5037007,0,255
2.5P,3,42,2.5P 3/42,194.3453516,0,255
2.5P,3,44,2.5P 3/44,202.138478,0,255
2.5P,3,46,2.5P 3/46,214.7256537,0,255
5P,3,2,5P 3/2,79.71095879,68.32508677,85.56802307
5P,3,4,5P 3/4,85.75589612,64.38314515,95.63713777
5P,3,6,5P 3/6,91.25046081,60.15505492,104.6744299
5P,3,8,5P 3/8,97.01069584,54.95334836,113.7581937
5P,3,10,5P 3/10,102.9945102,48.36513307,123.038224
5P,3,12,5P 3/12,109.0377539,40.11846645,131.671887
5P,3,14,5P 3/14,114.6459853,29.45380873,139.9377714
5P,3,16,5P 3/16,120.331534,10.66145055,148.0948053
5P,3,18,5P 3/18,125.9781926,0,156.0580159
5P,3,20,5P 3/20,131.1980291,0,163.2826834
5P,3,22,5P 3/22,137.5572925,0,171.9810505
5P,3,24,5P 3/24,144.0518107,0,180.8836381
5P,3,26,5P 3/26,150.0063542,0,188.7638721
5P,3,28,5P 3/28,157.0963349,0,197.9546658
5P,3,30,5P 3/30,163.6201776,0,206.5814376
5P,3,32,5P 3/32,170.973741,0,216.2720447
5P,3,34,5P 3/34,181.3243254,0,229.1957073
5P,3,36,5P 3/36,189.4629302,0,239.9208228
5P,3,38,5P 3/38,198.7935864,0,252.1769628
5P,3,40,5P 3/40,209.65524,0,255
5P,3,42,5P 3/42,222.5417003,0,255
7.5P,3,2,7.5P 3/2,82.53714383,67.5557465,83.53015559
7.5P,3,4,7.5P 3/4,90.19004025,62.99810927,92.25158999
7.5P,3,6,7.5P 3/6,97.18086674,57.9635429,100.2381085
7.5P,3,8,7.5P 3/8,104.3892327,51.531041,108.7388138
7.5P,3,10,7.5P 3/10,111.095806,43.97053603,116.5947776
7.5P,3,12,7.5P 3/12,118.2021505,33.10017079,124.9074185
7.5P,3,14,7.5P 3/14,124.86663,16.53188886,132.4590922
7.5P,3,16,7.5P 3/16,130.9800002,0,139.4736822
7.5P,3,18,7.5P 3/18,137.6475394,0,147.1655311
7.5P,3,20,7.5P 3/20,143.2819658,0,153.5640318
7.5P,3,22,7.5P 3/22,149.9893927,0,161.1162295
7.5P,3,24,7.5P 3/24,157.1216697,0,169.2177299
7.5P,3,26,7.5P 3/26,163.8602119,0,176.7352582
7.5P,3,28,7.5P 3/28,171.8457104,0,185.7443481
7.5P,3,30,7.5P 3/30,178.6983708,0,193.5951757
7.5P,3,32,7.5P 3/32,189.2807624,0,204.9879896
7.5P,3,34,7.5P 3/34,199.5172051,0,216.681598
7.5P,3,36,7.5P 3/36,209.6050785,0,228.2899214
7.5P,3,38,7.5P 3/38,221.3819884,0,241.7867493
10P,3,2,10P 3/2,84.55151745,67.07312447,81.31050269
10P,3,4,10P 3/4,93.88941451,61.82107391,88.69621489
10P,3,6,10P 3/6,101.9266962,56.16655582,95.46735844
10P,3,8,10P 3/8,110.4236184,48.6014691,102.7966079
10P,3,10,10P 3/10,118.2399292,39.30656562,109.818447
10P,3,12,10P 3/12,126.3352648,24.88462121,117.1568365
10P,3,14,10P 3/14,133.5605314,0,123.926739
10P,3,16,10P 3/16,140.214099,0,129.9370772
10P,3,18,10P 3/18,147.9587326,0,137.0827388
10P,3,20,10P 3/20,154.1499725,0,142.9856186
10P,3,22,10P 3/22,161.325568,0,149.556975
10P,3,24,10P 3/24,168.7201401,0,156.6922464
10P,3,26,10P 3/26,175.7125163,0,163.3626854
10P,3,28,10P 3/28,185.9443118,0,172.8549483
10P,3,30,10P 3/30,193.9723719,0,180.5958202
10P,3,32,10P 3/32,205.7763763,0,191.9554694
10P,3,34,10P 3/34,219.7586961,0,205.3830808
2.5RP,3,2,2.5RP 3/2,86.6579215,66.61625987,78.3224205
2.5RP,3,4,2.5RP 3/4,97.73752231,60.66606326,83.58850351
2.5RP,3,6,2.5RP 3/6,107.1510594,54.16974936,88.5091809
2.5RP,3,8,2.5RP 3/8,116.7005306,45.57164457,93.72042331
2.5RP,3,10,2.5RP 3/10,125.9457855,33.7670856,99.15774641
2.5RP,3,12,2.5RP 3/12,134.6341182,14.18893118,104.36959
2.5RP,3,14,2.5RP 3/14,142.9893068,0,109.5271104
2.5RP,3,16,2.5RP 3/16,151.2840759,0,114.7592253
2.5RP,3,18,2.5RP 3/18,159.802405,0,120.2802801
2.5RP,3,20,2.5RP 3/20,166.7751843,0,124.8468881
2.5RP,3,22,2.5RP 3/22,175.7253185,0,130.6861772
2.5RP,3,24,2.5RP 3/24,183.042815,0,135.7049652
2.5RP,3,26,2.5RP 3/26,190.5873953,0,140.9231719
2.5RP,3,28,2.5RP 3/28,203.765843,0,149.5153119
2.5RP,3,30,2.5RP 3/30,213.289219,0,156.1620751
5RP,3,2,5RP 3/2,88.26166177,66.34600213,75.17943949
5RP,3,4,5RP 3/4,100.8277626,59.79332215,78.21577133
5RP,3,6,5RP 3/6,111.4129777,52.50719293,81.22713041
5RP,3,8,5RP 3/8,121.7841593,42.83475857,84.70951222
5RP,3,10,5RP 3/10,131.4066867,29.51228691,88.31411827
5RP,3,12,5RP 3/12,140.4735301,3.00359278,91.9573188
5RP,3,14,5RP 3/14,149.6771924,0,96.04849513
5RP,3,16,5RP 3/16,158.7935029,0,100.2359399
5RP,3,18,5RP 3/18,166.919917,0,104.1423053
5RP,3,20,5RP 3/20,174.6264088,0,107.9606542
5RP,3,22,5RP 3/22,186.0740296,0,114.0205975
5RP,3,24,5RP 3/24,193.7132234,0,118.3570217
5RP,3,26,5RP 3/26,202.5642085,0,122.8039736
7.5RP,3,2,7.5RP 3/2,89.57018306,66.08695548,72.71546936
7.5RP,3,4,7.5RP 3/4,102.7885963,59.3475746,73.49080104
7.5RP,3,6,7.5RP 3/6,114.0935664,51.62419362,74.58866682
7.5RP,3,8,7.5RP 3/8,125.2967498,41.01183114,76.1440432
7.5RP,3,10,7.5RP 3/10,135.2188955,26.49816791,77.78813775
7.5RP,3,12,7.5RP 3/12,145.6144045,0,79.91083472
7.5RP,3,14,7.5RP 3/14,155.0839586,0,82.20647535
7.5RP,3,16,7.5RP 3/16,164.3960257,0,84.79709385
7.5RP,3,18,7.5RP 3/18,173.1825851,0,87.48205627
7.5RP,3,20,7.5RP 3/20,182.4835685,0,90.0381777
7.5RP,3,22,7.5RP 3/22,193.113033,0,93.76248186
10RP,3,2,10RP 3/2,90.52700813,65.97264095,70.14413625
10RP,3,4,10RP 3/4,104.2506412,59.14447917,68.56507716
10RP,3,6,10RP 3/6,116.0704656,51.19005235,67.42339237
10RP,3,8,10RP 3/8,127.9418791,39.91843251,66.62734815
10RP,3,10,10RP 3/10,138.7062586,23.23741144,66.23506942
10RP,3,12,10RP 3/12,149.3834278,0,66.15658199
10RP,3,14,10RP 3/14,158.8513936,0,66.49109044
10RP,3,16,10RP 3/16,169.0145298,0,67.03109878
10RP,3,18,10RP 3/18,178.4942819,0,67.97320633
10RP,3,20,10RP 3/20,187.6977705,0,69.52813804
2.5R,3,2,2.5R 3/2,91.19285966,65.94124613,67.8275972
2.5R,3,4,2.5R 3/4,105.3489103,59.03430256,64.13157149
2.5R,3,6,2.5R 3/6,117.1746449,51.20655357,60.94911439
2.5R,3,8,2.5R 3/8,129.3128641,39.85309959,57.74774606
2.5R,3,10,2.5R 3/10,140.4028842,22.63689539,55.27466183
2.5R,3,12,2.5R 3/12,151.1451873,0,53.32171738
2.5R,3,14,2.5R 3/14,160.5714597,0,51.8152006
2.5R,3,16,2.5R 3/16,170.4299998,0,50.60014671
2.5R,3,18,2.5R 3/18,180.9834961,0,49.81609593
2.5R,3,20,2.5R 3/20,192.3412549,0,49.8334827
5R,3,2,5R 3/2,91.52526802,66.02700886,65.68904076
5R,3,4,5R 3/4,106.0636663,59.12482171,59.5339163
5R,3,6,5R 3/6,117.6384425,51.67811116,54.0336994
5R,3,8,5R 3/8,129.4775795,41.03390709,48.21492526
5R,3,10,5R 3/10,140.7093231,24.66759381,43.15569073
5R,3,12,5R 3/12,151.4098188,0,39.28476983
5R,3,14,5R 3/14,160.7302841,0,36.03553082
5R,3,16,5R 3/16,170.5268773,0,32.88047465
5R,3,18,5R 3/18,181.0499877,0,30.62045982
5R,3,20,5R 3/20,192.5240523,0,29.72540369
7.5R,3,2,7.5R 3/2,91.60974308,66.19783194,63.70684372
7.5R,3,4,7.5R 3/4,105.8760751,59.66826101,55.38853442
7.5R,3,6,7.5R 3/6,117.4837197,52.46616273,47.70300687
7.5R,3,8,7.5R 3/8,128.8147182,42.79626384,39.21507469
7.5R,3,10,7.5R 3/10,139.446614,28.97826709,30.47250812
7.5R,3,12,7.5R 3/12,150.0272848,0,22.51389301
7.5R,3,14,7.5R 3/14,159.016176,0,15.41967918
7.5R,3,16,7.5R 3/16,168.6183187,0,7.016876234
7.5R,3,18,7.5R 3/18,179.1664184,0,0
7.5R,3,20,7.5R 3/20,191.7343153,0,0
10R,3,2,10R 3/2,91.29852504,66.54714927,61.60981834
10R,3,4,10R 3/4,105.14551,60.46155914,51.56955246
10R,3,6,10R 3/6,116.6279471,53.68647625,41.43459744
10R,3,8,10R 3/8,127.4198639,45.05422592,30.02901594
10R,3,10,10R 3/10,137.1343953,33.89926054,17.04642708
10R,3,12,10R 3/12,146.8186923,13.98095295,0
10R,3,14,10R 3/14,155.9196986,0,0
10R,3,16,10R 3/16,164.0486274,0,0
10R,3,18,10R 3/18,173.0501002,0,0
10R,3,20,10R 3/20,183.9114411,0,0
2.5YR,3,2,2.5YR 3/2,90.48643314,67.11792904,59.35371075
2.5YR,3,4,2.5YR 3/4,103.1985616,61.97016186,46.83836501
2.5YR,3,6,2.5YR 3/6,113.9573446,56.25713258,32.62514447
2.5YR,3,8,2.5YR 3/8,122.6289517,50.35951382,14.81637617
2.5YR,3,10,2.5YR 3/10,130.0002227,44.03534853,0
2.5YR,3,12,2.5YR 3/12,137.2855207,35.7645385,0
2.5YR,3,14,2.5YR 3/14,143.5037163,25.98516833,0
2.5YR,3,16,2.5YR 3/16,149.6926141,8.913290631,0
5YR,3,2,5YR 3/2,89.08189258,67.91944342,57.09447292
5YR,3,4,5YR 3/4,100.4782727,63.7494253,42.54080649
5YR,3,6,5YR 3/6,109.8980934,59.35609131,24.91612195
5YR,3,8,5YR 3/8,116.9579443,55.32743117,0
5YR,3,10,5YR 3/10,122.940883,51.27962885,0
5YR,3,12,5YR 3/12,127.653742,47.63061658,0
7.5YR,3,2,7.5YR 3/2,87.54792767,68.70238091,55.31495536
7.5YR,3,4,7.5YR 3/4,97.58906353,65.46847627,38.426871
7.5YR,3,6,7.5YR 3/6,105.2555155,62.40236392,17.51606145
7.5YR,3,8,7.5YR 3/8,110.8804845,59.7670338,0
7.5YR,3,10,7.5YR 3/10,115.3308636,57.45660411,0
10YR,2,5,10YR 2/5,56,32,0
10YR,2,6,10YR 2/6,75.14466883,42.04298265,0
10YR,2,7,10YR 2/7,60,31,0
